Judul,Abstrak,Tanggal,Author,Jurnal,cluster
IMPLEMENTASI SISTEM BACKUP OTOMATIS VIRTUAL PRIVATE SERVER DENGAN CRONTAB,virtual private server rupa environment upa program atausistem operasi tidak cara fisik jalan environment konteks virtual server sebut guest environment menjalankannyadisebut host masalah sering muncul virtual private server hilang ataurusaknya data konfigurasi server alami rusa down sistembackup rupa solusi cegah hilang data simpan virtualprivate server backup data simpan server diduplikasidan cadang dapat simpan ambil kembali perlu backup dapatdilakukan cara server untuk wujud sebut admin secaraberkala laku kece backup pada server untuk mudah tugasadmin dalam mem-backup server sistem backup virtual private server dapat padaopenvz dapat integrasi crontab suatu perintah mampu melaksanakantugas cara untuk laku backup virtual private server sesuai dengan waktu yangtelah,Publish Date 01 Nov 2012,"Tresna Wijaya, Kadek Chandra",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 2 - Nopember 2012,11
PERANCANGAN IMPLEMENTASI KONSEP ROUTING DAN VIRTUAL PRIVATE NETWORK ANTARA WEBSERVER MOODLE DAN WEBSERVER DRUPAL,internet kurang batas jarak waktu orang sedang beradajauh buah kota perlu untuk kembali tempat kerja untuk dar ambil datayang simpan database usaha koneksi database kantor padainternet karyawan sebut juga koneksi internet mendownload data tersebutlangsung komputer dalam jaring ada tahu kena cara untukmelakukan konfigurasi vpn virtual private network karena mengapa pengetahuanmengenai konfigurasi jaring sangat penting untuk tahu orang minat menjaditeknisi administrator jaring samping penting bagi orang berkecimpungdalam bidang jaring untuk tahu kena web server database server konsepdasar komunikasi jaring mana mudah kerja orang ahli jaring untukmelakukan kerja saat mensetting buah jaring,Publish Date 01 Nov 2012,"Mahardika, I Made Adi",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 2 - Nopember 2012,14
"JELIKU Back Cover Volume 7 No 3, 2019",,Publish Date 27 Feb 2019,"Budiastawa, I Dewa Gede","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 7 No 3 (2019): JELIKU Volume 7 No 3, Februari 2019",1
APLIKASI SISTEM PAKAR DIAGNOSA PENYAKIT UMUM PADA MANUSIA BERBASIS WEB,orang akan alami sakit sakit derita orang beda sakit rupa kondisi tubuh ada kondisi normal sebab factor baik luar tubuh sehat penting tiap orang dalam jalan aktivitas hari sistem pakar sistem informasi isi tahu pakar dapat guna untuk konsultasi tahu pakar dalam sistem guna dasar sistem pakar untuk jawab tanya konsultasi sistem tuju untuk identifikasi sakit umum gejala alami user beberapa sakit akan dianalisa system demam darah malaria chikungunya kaki gajah demam sakit kuning manfaat dari system yaitu user lebih mudah cepat identifikasi sakit gejala-gela alami user sebut dari jika user alami gejala aneh langsung guna aplikasi agar tahu sakit yang alam unjung beberapa klinik lebih hemat biaya,Publish Date 14 Nov 2018,"Vida Mastrika Giri, Gst Ayu","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 7 No 2 (2018): JELIKU Volume 7 No 2, 2018",14
IMPLEMENTASI DAN ANALISIS AUTENTIKASI JARINGAN WIRELESS MENGGUNAKAN METODE EXTENSIBLE AUTHENTICATION PROTOCOL – TRANSPORT LAYER SECURITY (EAP-TLS),layan aman cara umum dari dua proses autentikasi enkripsi autentikasi jaring username password captive portal rentan hadap serang data upa username password curi untuk akses jaring cara ilegal teliti ini sistem autentikasi extensible authentication protocol - transport layer security eap-tls terap untuk atas lemah sistem autentikasi guna username password eap-tls butuh public key infrastructure pki untuk tingkat level aman ada kunci publik kunci privat manfaat sertifikat digital guna advanced encryption algorithm aes 128-bit diffie-hellman rsa untuk tukar kunci komunikasi aman cipta sistem autentikasi eap-tls atas serang hadap sistem autentikasi captive portal sniffing password spoofing mac address,Publish Date 13 Aug 2012,"Ade Sapura, I Wayan",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 1 - Agustus 2012,14
PERANCANGAN DAN IMPLEMENTASI LDAP PADA LTSP DAN TERINTEGRASI DENGAN ZIMBRA LDAP,linux terminal server project ltsp rupa buah teknologi terminal server padasistem operasi linux mungkin komputer spesifikasi rendahmenjalankan sistem operasi baru ada masalah segi performa resource dariaplikasi jalan komputer sebut tanggung buah serverberspesifikasi tinggi masalah timbul metode manajemen user cara konvensional user client ltsp daftar dahulu server ltsp menggunakanlayanan client ltsp sebut hal ini akan sulit administrator operator ltspdalam kelola user laku daftar pantau user saja yangmenggunakan client ltsp solusi teknologi zimbra ldap terap dua sistem informasi atas zimbra ldap merpakan buah implementasi open source lightweight directory accessprotokol ldap sedia otentifikasi guna dapat manajemen user dapatdilakukan cara pusat lightweight directory access protokol ldap sendiri merupakanprotokol kelas ringan untuk akses servis directory x 500 jalan potokol tcp ip pan teknologi zimbra ldap harap dapat jadi solusi manajemen user pusat,Publish Date 01 Nov 2012,"Suparwita, I Putu Eka",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 2 - Nopember 2012,14
PERANCANGAN DAN IMPLEMENTASI WEB SERVICE UNTUK TRANSFER DATA PADA MODUL HARISMA ( HUMAN RESOURCE MANANGEMENT SYSTEM ),dewasa pengunaan internet marasuk hampir aspek kehidupanbaik social ekonomi didik hibur agama iring semakinterhubungnya jaring internet seluruh aspek hidup bantu dalammemperoleh informasi butuh untuk mudah kerja optimasi kerja administrasi danpencataan mengunakan system komputerisasi salah satu system guna haltersebuat harisma human resource management system harisma merupakansalah satu produk pt mata sora jayate fungsi untuk memanajemenkepegawaian gaji pegawai di buah instansi salah satu fitur sedia disystem harisma sudah integrasi alat absensi kartu barcode finger print lain dalam system belum integrasi denganmengunakan jaring internet akibat sulit untuk akses jarak jauh sebab di butuh teknologi di sebut web service mengunakan ipuntuk akses buah system,Publish Date 01 Nov 2012,"Agus Widiana Putra, I Made",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 2 - Nopember 2012,14
ANALISIS DAN IMPLEMENTASI PENJADWALAN DENGAN MENGGUNAKAN PENGEMBANGAN MODEL CROSSOVER DALAM ALGORITMA GENETIKA,optimasi jadwal laku bagai metode salah satu algoritmagenetika algoritma genetika laku tahap laku optimasipenjadwalan seleksi crossover mutasi metode crossover kromosompenjadwalan acak tukar kromosom lai teliti laku kembang hadap metode crossover ambil metode crossover yangbiasa laku algoritma genetika metode crossover umumnyamemungkinkan jadi rusa kromosom 2 metode kembang pertama potong gen genyang alami bentrok dua merandom gen akan potong gen dipotongsecara utuh potong tengah gen tidak rusak gen analisis hadap hasil uji coba tunjuk kembang metode crossoverdapat implementasi kasus jadwal lihat metode memotonggen pada gen bentrok cepat capai nilai baik dekat 1 daripadametode hanya merandom gen nilai akhir lihat metode yangmemotong gen pada gen yang bentrok milik nilai akhir baik itu dua metodeini meminimalisir rusa pada kromosom hasil dari crossover,Publish Date 01 Nov 2012,"Pramartha, Cokorda Rai Adi",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 2 - Nopember 2012,3
PENERAPAN ANALYTICAL HIERARCHY PROCESS (AHP) UNTUK PENENTUAN LOKASI OPTIMAL CABANG BARU BISNIS OTOMOTIF DALAM SISTEM INFORMASI GEOGRAFIS AREA MARKETING,metode analytical hierarchy process ahp rupa metode guna proses ambil putus untuk lokasi cabang baru usaha pihak ambil putus usaha beri kriteria atur tambah cabang baru beri nilai bobot untuk masing-masing kriteria hitung ahp dasar bobot kriteria nilai ahp untuk masing-masing kandidat cabang baru nilai ahp sebut guna oleh sistem untuk lokasi kandidat cabang baru paling optimal integrasi metode ahp sebut sistem informasi geografis sig akan dapat buah sistem dapat beri informasi cara detail visualisasi dalam peta digital google maps dapat guna referensi untuk ambil putus utama dalam cari lokasi cabang baru optimal,Publish Date 13 Aug 2012,"Mastrika, Vida",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 1 - Agustus 2012,3
"JELIKU Front Cover Volume 7 No 4, 2019",,Publish Date 15 Jul 2019,"Ariyawan, Made Dwi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 7 No 4 (2019): JELIKU Volume 7 No 4, Mei 2019",1
Pengembangan Sistem Penyimpanan dan Pembuatan Laporan Digital Laporan Kinerja Pegawai Sub. Bidang Pelayanan Jasa,balai besar meteorologi klimatologi geofisika wilayah iii salah satu dinas tugas untuk sedia data informasi bidang meteorologi klimatologi geofisika balai letak jalan raya tuban kuta kabupaten badung bal balai milik 3 bidang salah satu adalan bidang data informasi bidang data informasi sub bidang layan jasa bidang layan jasa hari lapor kena interprestasi citra radar interprestasi citra satelit evaluasi cuaca maritim evaluasi kondisi cuaca wilayah bal buat lapor masih guna microsoft word sangat arsip simpan hapus tidak sengaja untuk maka buat kembang sistem simpan buat lapor digital lapor kerja pegawai sub bidang layan jasa aplikasi harap bantu meminimalisir jadi human error hilang arsip salah keti hadap nama nip hemat waktu buat lapor,Publish Date 14 Nov 2018,"Lumban Gaol, Evans Batrinixon","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 7 No 2 (2018): JELIKU Volume 7 No 2, 2018",7
IMPLEMENTASI MIKROTIK AUTOMATED BILLING DENGAN SMTP (SIMPLE MAIL TRANSFER PROTOCOL) DI PT.RABIK BANGUN PERTIWI BLUELINE BROADBAND INTERNET,kembang teknologi dunia internet makin kembang internet hanya jadi butuh orang namun jadi butuh masyarakat luas jaring internet perlu buah router alat fungsi atur jalur lalu-lintas data mikrotik salah satu vendor baik hardware software sedia fasilitas untuk router salah satu software-nya mikrotik router os operating sistem khusus guna untuk buah router cara menginstallnya komputer teliti akan implementasi salah satu fitur tawar mikrotik isp internet service provider adalah mikrotik automated billing sistem billiing kirim tagih client email akhir bulan pakai client dapat tahu tagih akan bayar,Publish Date 13 Aug 2012,"Kusuma, I Gede Chandra",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 1 - Agustus 2012,11
ANALISIS SISTEM INFORMASI ONLINE BOOKING ‘TROBEX ANDROID’,trobex android rupa sistem informasi sedia informasi pariwisatakhususnya informasi hotel dapat akses cara online sistem dapat melakukantiga proses utama searching booking cancel garap sistem trobex androidtelah langsung 97 cara laku analisa kece keakuratansistem dasar konsep system life development cycle sdlc sistem dapatdigunakan para wisatawan laku bisnis hasil analisis kece sistemmenemukan 96 3 salah sistem telah tangan 3 7 dapat tangan,Publish Date 01 Nov 2012,"Mukti Armana, I Wayan",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 2 - Nopember 2012,14
IMPLEMENTASI ALGORITMA LEVENSHTEIN DISTANCE DAN METODE EMPIRIS UNTUK MENAMPILKAN SARAN PERBAIKAN KESALAHAN PENGETIKAN DOKUMEN BERBAHASA INDONESIA,bahasa rupa alat komunikasi lingual manusia baik cara lisan tulis peran bahasa indonesia baik benar bahasa resmi nasional milik arti sangat penting susun karya ilmiah ada data informasi ada dalam guna acu untuk teliti kaji lanjut ilmu hal tentu timbul masalah salah keti kontrol gecek bahasa baik benar laku cara manual akan habis waktu jam serba modern saat ini salah tulis umum dekat letak keyboard slip jari karena dua karakter letak tukar untuk masalah muncul ide untuk sistem kece eja bahasa indonesia kembang bas web guna bahasa pemrograman php guna basis data kumpul kata bahasa indonesia acu kbbi algoritma guna untuk beri saran baik levenshtein distance hitung kait string hitung jumlah beda dua string samping salah tulis dapat kurang spasi kata kata sebut kandung makna dengan terap metode empiris harap dapat jadi jalan keluar,Publish Date 13 Aug 2012,"Yunantara, Made Darma",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 1 - Agustus 2012,14
Cover & Table of Contents JELIKU Vol. 9 No. 1,,Publish Date 15 Dec 2020,"Astawa, I Gede Santi","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 1 (2020): JELIKU Volume 9 No 1, Agustus 2020",1
"JELIKU Front Cover Volume 7 No 2, 2018",,Publish Date 14 Nov 2018,"ER, Ngr. Agus Sanjaya","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 7 No 2 (2018): JELIKU Volume 7 No 2, 2018",1
Pengembangan Sistem Keterbukaan Informasi,regional organizational organization opd is an organization or institution in the regional government that is responsible to the regional head in the framework of implementing governance in the region regional equipment is formed by each region based on consideration of the characteristics potential and needs of the region one of the obligations of the public body stated in law no 14 of 2008 is to provide a public information list dip dip is a record that contains systematic information about public information that is under the control of a public body for this reason facilities that can be used as a place for disseminating information on an information system can facilitate the dissemination of information both in terms of opd devices and community users the purpose of this research is to create an information disclosure system siki to assist and facilitate the publication process and the provision of public information from the provincial government of bal to the community starting from the needs analysis process design to implementation and testing of the system,Publish Date 14 Nov 2018,"Pradharma, Putu Agni","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 7 No 2 (2018): JELIKU Volume 7 No 2, 2018",13
IMPLEMENTASI WATERMARKING CITRA SIDIK JARI PADA AUDIO DIGITAL DENGAN FORMAT WAVE (WAV) DENGAN METODE ECHO DATA HIDING,iring luas jaring multimedia proses kirim akses media audio digital makin mudah mudah distribusi media digital internet sisi timbul masalah media sebut lindung hak cipta copyright watermarking jadi salah satu solusi untuk lindung hak cipta audio digital objek teliti adalah file audio digital waveform audio format wav data sisip upa data sidik jari data sidik jari guna sidik jari milik sifat unik beda untuk orang metode echo data hiding laku sisip data data suara digital tambah echo sinyal suara data akan sembunyi bentuk echo nyata variasi tiga parameter initial amplitude decay rate offset delay watermarking file audio wav dapat aman hak cipta untuk audio digital sisip data citra sidik jari ekstrak data citra sidik jari file audio wav guna metode echo data hiding,Publish Date 13 Aug 2012,"Vida Mastrika Giri, Gst Ayu",JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Volume 1 No 1 - Agustus 2012,11
Cover & Table of Contents Vol. 9 No. 3,,Publish Date 19 Jun 2021,"Cahyani, Desak Ayu Ledy","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 3 (2021): JELIKU Volume 9 No 3, Februari 2021",1
Cover & Table of Contents Vol. 9 No. 4,,Publish Date 19 Jun 2021,"-, Firmansyah","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 9 No 4 (2021): JELIKU Volume 9 No 4, Mei 2021",1
Cover & Table of Contents JELIKU Vol. 10 No. 1,,Publish Date 07 Oct 2021,"Indriyani, Ni Made","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 1 (2021): JELIKU Volume 10 No 1, Agustus 2021",1
Cover & Table of Contents JELIKU Vol. 10 No. 2,,Publish Date 04 Jan 2022,"Adriyani, Ni Made Muni","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 2 (2021): JELIKU Volume 10 No 2, November 2021",1
Cover & Table of Contents Vol. 10 No. 3,,Publish Date 13 Jun 2022,"Vida Mastrika Giri, Gst Ayu","JELIKU (Jurnal Elektronik Ilmu Komputer Udayana) Vol 10 No 3 (2022): JELIKU Volume 10 No 3, February 2022",1
